Index,Height,Weight,Age
21413,67.97148,111.5771,31
21414,72.82909,149.1342,1
21415,66.00035,115.6001,30
21416,66.37328,127.1567,5
21417,67.24395,128.6992,17
21418,69.45193,122.1409,
21419,70.32167,133.6321,0
21420,64.85287,124.4417,30
21421,66.82049,124.4221,19
21422,67.88258,124.2948,33
21423,68.26595,121.0339,24
21424,66.40595,108.3041,37
21425,69.54769,148.9234,24
21426,68.91851,117.4566,21
21427,67.1916,123.127,20
21428,67.33889,120.5712,31
21429,67.05347,120.1048,19
21430,66.71262,124.3153,19
21431,69.98886,141.4564,24
21432,71.51013,139.8831,18
21433,73.19268,150.9736,19
21434,67.79156,132.7662,31
21435,68.64126,132.4578,22
21436,66.17287,133.4576,24
21437,67.35348,134.5655,23
21438,67.26831,123.5621,32
21439,66.43498,113.6441,21
21440,69.66258,122.2091,7
21441,67.46824,107.2974,19
21442,71.53982,140.1055,30
21443,70.50755,130.405,17
21444,67.39344,140.9644,8
21445,68.28771,142.5192,21
21446,70.85948,143.5364,28
21447,68.2026,128.7043,15
21448,71.52565,142.5129,22
21449,67.68578,122.5681,21
21450,68.77033,145.575,20
21451,69.69672,124.4363,14
21452,69.86332,132.8198,27
21453,68.11448,130.3112,9
21454,67.44093,132.8781,31
21455,64.59419,103.0731,19
21456,66.89966,119.9647,32
21457,66.46718,113.4911,8
21458,68.19723,124.665,21
21459,69.78449,137.4408,14
21460,66.84378,117.16,22
21461,67.60705,117.721,12
21462,69.81536,130.9669,2
21463,68.71877,128.5218,13
21464,69.44319,119.0987,24
21465,66.78997,124.5261,18
21466,70.36901,141.0114,29
21467,68.40678,128.6087,20
21468,66.17464,115.9334,5
21469,64.05399,133.0834,1
21470,66.90763,128.5777,18
21471,66.08072,103.0628,21
21472,68.68999,121.2085,4
21473,66.15716,121.0179,29
21474,68.64629,122.4392,12
21475,64.94119,116.4141,26
21476,68.07015,137.3806,-2
21477,64.00869,118.3034,11
21478,65.53683,107.9785,19
21479,67.41471,121.7855,12
21480,65.74584,121.5395,40
21481,66.18987,140.962,3
21482,63.73028,114.8628,25
21483,67.5378,107.9156,32
21484,68.83259,123.8887,45
21485,68.60078,114.8935,10
21486,70.33758,135.3466,32
21487,68.06319,122.375,26
21488,67.31084,134.7184,14
21489,67.93548,111.8576,24
21490,70.21616,124.6681,13
21491,70.22715,126.5091,2
21492,67.41853,123.4532,24
21493,69.66876,126.5893,16
21494,66.51862,131.9422,26
21495,66.56167,123.7117,16
21496,65.37204,125.3946,18
21497,71.0227,140.9263,30
21498,69.76803,125.9309,13
21499,69.13129,124.6745,21
21500,70.11223,142.237,-4
21501,66.65293,122.3701,19
21502,71.50512,126.6515,11
21503,67.35973,133.4416,24
21504,67.0525,125.5655,21
21505,70.82773,148.3559,13
21506,68.41937,125.6235,16
21507,68.65019,123.9353,21
21508,67.9628,132.746,16
21509,70.56903,126.337,7
21510,69.24189,135.4178,26
21511,67.38822,140.2362,22
21512,63.09263,104.4273,24
21513,68.73587,111.0236,19
21514,67.79277,142.0958,24
21515,68.54986,136.4451,22
21516,70.1535,120.8283,0
21517,70.09971,126.219,-8
21518,67.95659,134.1742,19
21519,69.44167,121.8278,14
21520,67.44686,126.7548,24
21521,69.5806,131.3823,36
21522,69.63943,138.8988,16
21523,69.95134,143.1008,8
21524,66.54229,129.1494,25
21525,65.47078,129.3234,29
21526,65.98373,137.8792,1
21527,67.1234,123.9595,20
21528,65.06387,105.1229,19
21529,69.55975,139.0725,7
21530,68.47409,124.6217,22
21531,69.93312,139.2227,24
21532,67.5759,144.2837,29
21533,66.79037,126.0623,40
21534,69.56945,134.6805,12
21535,73.00543,144.8899,38
21536,68.94047,124.2216,9
21537,66.71029,114.4104,10
21538,70.56037,126.6797,19
21539,66.06623,121.9,
21540,72.09895,144.037,20
21541,67.44827,119.4643,
21542,68.97642,135.795,43
21543,69.04275,113.957,13
21544,68.66189,137.4046,18
21545,71.18002,136.655,5
21546,66.66057,126.3655,25
21547,63.36463,110.6809,35
21548,69.34799,125.2128,46
21549,69.77767,135.8281,31
21550,69.07072,130.9719,11
21551,68.32296,118.1762,37
21552,66.55968,118.5975,19
21553,68.37761,112.1167,20
21554,65.98221,115.1319,32
21555,63.25998,110.1988,16
21556,71.62632,153.9411,13
21557,66.09519,98.68208,13
21558,67.48908,116.7462,2
21559,70.30231,124.28,14
21560,64.70216,119.9535,9
21561,64.77568,101.9952,14
21562,66.64032,119.5377,22
21563,70.55327,126.3116,27
21564,67.87381,126.972,28
21565,65.91455,113.3049,12
21566,69.77502,125.1068,15
21567,66.139,107.6645,14
21568,65.92413,125.8118,10
21569,69.6475,131.9709,-15
21570,68.14729,124.0205,18
21571,67.74068,113.6562,8
21572,68.11275,106.676,13
21573,68.20793,113.7575,-3
21574,68.37827,123.0314,19
21575,67.82451,130.8329,32
21576,67.48875,111.5242,11
21577,69.68654,142.2781,25
21578,69.65756,142.6607,22
21579,70.94824,134.3418,9
21580,68.7831,121.5774,15
21581,69.0255,135.5666,
21582,68.53275,151.8248,
21583,65.24397,139.6435,16
21584,68.75415,122.4198,27
21585,66.91508,118.2568,25
21586,68.90378,143.5003,16
21587,64.45659,137.1951,40
21588,69.37774,133.934,29
21589,69.76118,106.7714,31
21590,67.73498,132.2829,1000
21591,65.93122,136.2363,20
21592,72.06156,145.1228,32
21593,69.92008,139.7968,17
21594,68.01618,121.4656,21
21595,70.62601,146.913,29
21596,65.42178,112.1659,21
21597,68.50672,139.005,3
21598,69.48629,128.6752,12
21599,65.57785,136.1471,18
21600,67.95425,122.3756,12
21601,68.9238,137.9993,22
21602,64.5782,113.4876,10
21603,69.22296,137.6336,30
21604,65.8112,122.3264,13
21605,68.38674,122.2001,26
21606,68.064,123.0604,22
21607,71.89949,144.9726,29
21608,66.75955,113.9546,19
21609,66.26364,111.5726,43
21610,69.12286,121.6069,14
21611,71.05851,132.4697,21
21612,67.82703,134.8738,40
21613,66.1189,130.9344,30
21614,67.76657,123.0486,15
21615,66.34736,129.4624,22
21616,69.88206,132.1693,16
21617,68.8186,116.2218,21
21618,69.22245,130.6511,36
21619,69.56448,149.2076,32
21620,65.74056,129.3787,15
21621,66.94081,129.4569,13
21622,66.44573,128.19,29
21623,68.4432,137.5434,32
21624,67.98349,130.0934,5
21625,68.25542,128.3862,33
21626,67.17137,115.7127,16
21627,66.57049,137.5753,44
21628,65.00255,127.5117,20
21629,68.08759,132.0304,19
21630,68.04764,140.0717,19
21631,69.45338,147.4061,26
21632,67.9968,110.0948,16
21633,63.71092,103.5775,11
21634,67.26281,132.7455,12
21635,66.4024,117.3694,11
21636,63.39192,109.587,8
21637,67.72768,118.9536,19
21638,66.803,119.5927,14
21639,67.10602,104.2534,26
21640,67.28255,128.7274,20
21641,66.92397,111.4987,27
21642,69.27156,142.0013,31
21643,69.82977,150.7596,23
21644,67.13762,115.8561,14
21645,68.9154,122.9638,33
21646,68.58518,118.3007,15
21647,67.44759,110.2889,36
21648,68.28475,135.5616,50
21649,66.59309,133.2853,13
21650,69.66864,125.674,0
21651,66.48926,127.8714,22
21652,66.0901,124.6678,29
21653,68.39518,128.0957,16
21654,70.80442,130.4059,27
21655,70.79288,124.7995,11
21656,66.19153,144.743,10
21657,69.06036,115.5577,25
21658,68.21507,129.3545,3
21659,65.55386,118.7886,6
21660,68.80277,116.4346,28
21661,69.1402,119.6141,29
21662,68.15536,129.5781,27
21663,68.42978,134.0208,10
21664,71.79676,147.6642,31
21665,68.11027,145.6245,20
21666,64.77343,138.189,5
21667,68.49853,114.9544,-9
21668,68.55531,146.7026,
21669,67.41253,130.7003,32
21670,71.11461,153.6546,
21671,66.74425,129.3251,8
21672,68.39703,131.2146,39
21673,69.25426,139.9834,17
21674,67.91866,136.0479,18
21675,66.60066,131.2614,28
21676,67.43294,126.1017,24
21677,69.11285,147.8694,16
21678,69.6757,134.3107,16
21679,68.41421,146.046,17
21680,65.50774,100.9124,16
21681,69.76777,137.657,15
21682,70.67766,141.3048,19
21683,66.20366,129.6357,18
21684,65.94018,100.974,0
21685,71.3988,129.6586,15
21686,71.26908,149.5428,23
21687,65.25052,135.2581,16
21688,70.22019,129.3704,30
21689,67.46231,121.088,38
21690,65.38827,125.245,27
21691,71.06891,151.2576,21
21692,70.64691,149.0675,23
21693,65.94902,125.9638,37
21694,69.02074,128.0814,8
21695,70.46626,151.3353,15
21696,68.28099,121.4549,22
21697,67.90092,146.1333,
21698,66.4104,125.4014,8
21699,68.78832,128.2448,29
21700,64.64202,117.7037,19
21701,64.62019,126.3926,18
21702,68.67167,106.6081,17
21703,68.10937,128.4228,8
21704,66.32562,128.0712,
21705,68.69826,126.9703,16
21706,62.48237,100.3418,17
21707,68.46424,133.7977,25
21708,65.35569,125.5137,
21709,65.85849,129.4713,14
21710,66.3082,126.7998,28
21711,65.70911,113.7976,21
21712,65.6121,131.8419,28
21713,67.63331,135.7273,4
21714,66.74792,123.7179,25
21715,70.65296,157.9704,13
21716,68.17586,116.5777,-2
21717,69.85767,136.0274,21
21718,66.60797,119.7939,4
21719,69.08158,145.2811,-2
21720,67.16475,120.9003,27
21721,66.35066,114.9647,15
21722,66.59299,129.3826,39
21723,65.04067,101.3936,21
21724,68.30625,124.8439,24
21725,67.6115,129.8552,8
21726,69.20628,146.9622,23
21727,70.44549,146.535,32
21728,70.91437,136.5757,28
21729,65.42417,133.412,10
21730,67.54349,139.8108,28
21731,67.24006,129.7754,27
21732,68.186,139.256,14
21733,66.55056,104.7859,25
21734,68.61863,141.8655,23
21735,68.3969,138.2968,9
21736,69.25466,123.9714,25
21737,66.51789,122.2101,13
21738,69.53102,130.8152,7
21739,67.84335,134.6077,22
21740,67.73899,123.6453,35
21741,69.10056,133.7242,13
21742,67.22282,136.6474,26
21743,70.14077,117.6351,18
21744,66.63163,127.9701,25
21745,69.45646,136.697,14
21746,69.02288,157.9236,13
21747,69.04845,144.0225,17
21748,65.98766,115.1328,17
21749,68.32236,137.4591,21
21750,69.06911,130.3359,13
21751,67.6674,128.978,17
21752,67.94975,129.5573,11
21753,68.79124,110.5886,17
21754,68.35343,138.2477,9
21755,68.31792,137.2072,22
21756,69.47505,131.5983,27
21757,67.39877,108.4221,16
21758,67.90904,129.8693,6
21759,69.51989,142.6941,29
21760,67.83781,148.7128,22
21761,65.60406,115.2958,8
21762,68.8712,135.0711,19
21763,67.41876,114.7234,31
21764,66.89864,112.6633,35
21765,67.05157,111.2213,17
21766,68.65952,126.4751,15
21767,68.82781,124.8432,17
21768,68.27979,132.045,12
21769,67.24388,126.8469,14
21770,65.70125,118.0533,32
21771,68.53534,142.5502,33
21772,68.97033,135.912,26
21773,69.42265,123.1637,29
21774,65.89796,116.9465,18
21775,67.48926,121.2539,13
21776,68.24839,126.698,9
21777,69.9615,142.6772,26
21778,69.1349,133.9896,17
21779,65.7668,114.8528,4
21780,69.31519,132.0639,23
21781,67.68043,112.7006,14
21782,65.7642,105.172,17
21783,68.65969,107.7614,29
21784,72.48764,132.3992,22
21785,64.78256,110.153,24
21786,70.4841,159.2503,9
21787,69.67148,143.2815,29
21788,65.12354,134.8383,
21789,68.17589,135.8612,16
21790,68.75037,129.4885,27
21791,67.50063,144.4117,14
21792,66.18238,115.3209,19
21793,66.93648,142.2417,25
21794,67.71915,134.6098,27
21795,66.15708,124.7595,15
21796,68.60607,121.8448,9
21797,64.407,116.1544,13
21798,65.95004,110.1839,21
21799,69.6538,107.6804,21
21800,67.30606,131.0374,19
21801,69.65916,124.3081,20
21802,68.25471,144.5448,33
21803,67.50858,135.5885,9
21804,68.8211,142.21,33
21805,67.96832,132.0779,44
21806,66.09807,113.2875,24
21807,68.6238,134.5527,37
21808,66.2588,131.9464,10
21809,65.78144,121.6553,9
21810,63.68103,113.8491,30
21811,68.96781,117.3037,32
21812,69.61369,120.1962,25
21813,67.9393,131.376,12
21814,72.12761,141.5293,27
21815,66.17765,108.006,28
21816,64.44865,113.84,15
21817,66.9381,124.7886,12
21818,69.72663,138.5469,20
21819,66.50238,144.8476,30
21820,67.66821,122.3427,19
21821,68.21966,127.736,8
21822,66.23247,107.7751,16
21823,68.48757,111.7849,0
21824,66.72098,123.6466,0
21825,67.26512,110.1107,19
21826,67.97088,127.9019,11
21827,71.33619,141.8512,5
21828,67.42918,123.1017,24
21829,69.16961,120.2536,36
21830,69.73638,127.9477,4
21831,66.88932,118.3424,33
21832,67.92182,102.3229,27
21833,68.65846,123.3907,15
21834,68.9523,124.4188,17
21835,63.26116,131.8104,17
21836,68.1796,139.1423,11
21837,69.04181,137.5828,26
21838,66.5111,116.7547,11
21839,69.76603,127.3629,41
21840,68.24223,124.3347,5
21841,68.84887,136.3807,19
21842,67.04484,127.0678,35
21843,70.93046,126.9017,36
21844,68.51393,136.1465,3
21845,71.06022,111.4244,34
21846,65.47707,106.8859,12
21847,68.63389,114.5655,22
21848,68.18722,118.3686,22
21849,67.06874,123.2887,25
21850,67.62436,129.2202,17
21851,68.97729,130.823,16
21852,67.66502,117.9736,
21853,69.96163,120.0183,28
21854,64.63866,108.6377,
21855,66.42798,116.0001,21
21856,67.91525,103.1791,9
21857,66.84693,116.1444,10
21858,66.66734,129.0009,9
21859,68.74944,150.8735,2
21860,66.35019,124.4368,38
21861,68.74957,131.2495,10
21862,67.15931,110.9528,14
21863,68.07741,122.6487,12
21864,73.25176,148.2284,13
21865,67.62804,122.5984,11
21866,70.98337,122.6745,9
21867,68.14991,122.0117,15
21868,68.73907,126.2233,15
21869,65.52461,113.7172,35
21870,65.35162,110.6449,6
21871,64.35555,113.8107,22
21872,68.55885,127.5331,29
21873,69.0529,133.1832,23
21874,72.60485,143.9177,3
21875,69.48058,115.4622,
21876,66.25333,113.0559,11
21877,65.40529,109.6595,15
21878,70.28061,119.1562,13
21879,70.37019,116.2454,40
21880,65.48775,125.4251,6
21881,66.53455,123.3583,28
21882,67.5823,121.7252,19
21883,65.69418,125.5996,8
21884,68.03737,134.0532,24
21885,68.47451,123.5137,15
21886,65.23306,116.1786,21
21887,67.86301,125.1315,3
21888,65.79717,123.5802,6
21889,71.44975,133.3758,21
21890,70.84018,136.3143,30
21891,71.18982,141.107,24
21892,66.03097,126.5347,22
21893,71.37742,125.9633,6
21894,70.57756,137.1181,20
21895,68.2458,128.0182,10
21896,68.22017,141.7363,9
21897,65.06244,106.6877,2
21898,66.90634,108.0455,23
21899,63.03862,115.8658,-2
21900,67.06774,152.2417,22
21901,65.30894,106.7987,23
21902,65.06679,107.6525,
21903,67.39673,124.6423,43
21904,69.06112,122.2679,39
21905,69.12434,132.9822,29
21906,68.47088,130.1302,13
21907,70.21144,143.2455,16
21908,70.97244,143.2283,17
21909,67.11423,122.2441,3
21910,70.05116,132.2902,33
21911,68.72983,131.9808,27
21912,65.39469,129.8896,27
21913,71.11058,132.006,19
21914,63.52038,122.4025,38
21915,68.03493,121.5552,11
21916,64.8839,130.9255,-1
21917,68.16535,123.2502,36
21918,69.34209,124.7472,0
21919,69.55427,112.586,32
21920,69.37897,123.8323,27
21921,67.90715,124.8204,19
21922,69.78616,119.2747,16
21923,70.06486,123.9407,27
21924,67.26241,133.3415,8
21925,63.73139,121.2644,14
21926,68.32099,129.2511,25
21927,66.39081,142.8419,17
21928,70.03989,137.0893,14
21929,66.24433,135.7157,35
21930,68.25743,117.7142,-2
21931,70.79829,130.2646,28
21932,67.11709,116.0134,21
21933,65.93811,124.2235,4
21934,67.55474,97.14789,17
21935,64.78244,124.6147,24
21936,68.45511,118.3446,21
21937,68.60516,130.4597,33
21938,68.18953,135.0554,28
21939,64.24981,113.7089,23
21940,67.42016,121.1719,29
21941,69.64799,129.1334,22
21942,68.76641,137.5208,25
21943,67.47039,116.7224,36
21944,66.34719,102.2607,29
21945,65.27345,94.26051,15
21946,68.49649,130.6183,15
21947,66.77663,128.4905,15
21948,68.62434,136.1352,20
21949,66.97798,134.398,
21950,74.42744,141.7416,16
21951,68.16821,110.4841,29
21952,69.58597,134.9162,23
21953,64.67803,128.0545,11
21954,69.98681,130.8804,23
21955,68.74272,136.6016,28
21956,67.56099,137.7014,11
21957,63.59232,107.4139,21
21958,69.05534,151.567,32
21959,66.83137,135.1775,33
21960,69.25699,132.5855,18
21961,70.10878,128.1379,17
21962,65.74458,118.6861,11
21963,68.92381,132.023,19
21964,63.45696,101.8629,6
21965,66.46407,114.2272,20
21966,65.32677,112.1856,14
21967,70.28537,127.3897,6
21968,73.62336,145.5589,17
21969,72.06438,133.0115,-7
21970,63.99289,118.1347,32
21971,69.13512,125.715,-3
21972,69.11398,115.0134,11
21973,68.8397,119.2542,26
21974,68.42829,125.7109,17
21975,69.11164,126.3794,40
21976,67.75382,133.1108,31
21977,68.28205,130.0354,24
21978,69.79824,140.2748,12
21979,67.80131,125.3779,24
21980,66.92047,117.4567,19
21981,65.41043,110.3167,36
21982,67.2104,118.1644,21
21983,69.23036,104.0257,13
21984,69.02497,127.7908,0
21985,65.27684,145.1158,27
21986,69.48104,139.7665,22
21987,70.35139,148.13,28
21988,66.72914,110.6124,9
21989,69.18346,124.9384,34
21990,69.39009,117.0886,40
21991,65.10415,122.9297,10
21992,70.42201,132.063,29
21993,64.20998,124.7386,1000
21994,66.39326,110.6721,14
21995,67.99051,130.6448,4
21996,66.54414,127.2514,23
21997,67.85205,120.743,27
21998,68.3302,147.7192,24
21999,67.70322,116.5958,36
22000,67.08778,126.0409,10
22001,67.45991,131.0766,
22002,64.53855,103.166,25
22003,68.77395,120.2698,41
22004,65.27979,120.4821,5
22005,69.89596,114.4375,30
22006,66.11113,121.7524,11
22007,69.19728,138.7705,16
22008,68.62235,127.2493,19
22009,70.33159,152.9261,39
22010,69.44904,126.7259,8
22011,70.18822,153.6557,27
22012,68.18276,135.8523,13
22013,64.73962,108.7094,
22014,69.52012,132.428,9
22015,68.40112,115.1738,19
22016,68.4364,121.9109,17
22017,69.7165,113.6107,13
22018,65.8825,117.5802,18
22019,67.92953,105.9806,
22020,67.02377,130.0163,5
22021,68.48076,122.6201,12
22022,70.66957,126.6477,15
22023,67.61492,134.6768,38
22024,73.58866,153.0783,0
22025,66.98903,119.4068,25
22026,70.73654,151.4389,15
22027,70.82435,140.2097,15
22028,67.78555,110.19,7
22029,67.01787,127.3742,15
22030,67.07288,137.5581,27
22031,69.53889,129.2925,30
22032,64.16684,128.8207,21
22033,66.59597,117.7506,11
22034,66.02727,121.3984,10
22035,69.90695,127.6222,24
22036,66.31378,128.1986,25
22037,71.0924,157.3921,31
22038,69.1847,130.0327,8
22039,69.53601,139.6967,29
22040,69.43737,126.2871,8
22041,66.46531,118.2134,25
22042,69.60722,130.2072,13
22043,68.40154,126.3804,34
22044,66.58472,124.3242,13
22045,67.65364,132.7654,26
22046,65.62466,132.5228,16
22047,67.55476,138.0942,11
22048,67.67129,129.3039,33
22049,71.35689,135.5968,8
22050,67.23927,145.4296,22
22051,66.4871,119.4681,22
22052,69.16735,124.7664,12
22053,69.7819,117.0658,30
22054,66.7397,123.7996,16
22055,70.68935,140.8345,22
22056,67.5828,124.7307,7
22057,66.10625,128.8248,24
22058,70.29985,153.2173,29
22059,69.77906,141.0626,11
22060,67.07765,126.0482,27
22061,65.67584,121.7947,10
22062,65.93844,126.4153,24
22063,71.89509,127.5677,
22064,67.92099,109.7213,8
22065,70.56492,143.6368,21
22066,64.88248,107.027,
22067,71.8284,131.3314,24
22068,68.76645,127.0974,28
22069,66.38695,107.555,23
22070,66.21688,118.3435,-2
22071,70.84942,138.4765,15
22072,68.79234,125.5644,22
22073,69.99779,131.4314,27
22074,64.83696,142.2888,
22075,66.68908,130.1091,13
22076,64.81045,115.7425,38
22077,71.13578,141.1345,7
22078,68.08155,124.9248,29
22079,66.47646,121.6753,21
22080,70.8782,153.3804,22
22081,67.83647,116.1852,17
22082,68.67074,136.5908,27
22083,69.34659,131.303,14
22084,67.01988,112.523,11
22085,63.74803,103.3567,8
22086,68.12093,113.5474,20
22087,71.9073,153.8792,7
22088,68.39398,130.7981,24
22089,69.89219,143.0116,29
22090,67.92004,132.341,
22091,69.5779,145.1589,18
22092,67.4598,122.5588,21
22093,67.62244,123.0214,29
22094,67.1134,126.3654,10
22095,68.88195,116.6333,15
22096,66.77155,136.6336,23
22097,66.44019,130.1774,15
22098,68.75179,130.6616,1
22099,70.97369,129.0189,21
22100,67.69709,124.2238,14
22101,67.55783,117.3321,23
22102,69.39296,132.2173,10
22103,66.57,126.0029,27
22104,68.4234,114.5145,-8
22105,66.2871,131.8304,30
22106,67.95212,128.0529,15
22107,67.00587,124.613,35
22108,66.13305,123.0369,24
22109,67.94284,130.1582,21
22110,66.8761,135.8472,5
22111,67.88451,131.2437,19
22112,64.79759,116.9411,27
22113,67.83546,134.9498,0
22114,68.28544,117.8027,15
22115,66.99732,136.9152,24
22116,66.70636,133.6125,17
22117,67.99473,111.8341,15
22118,68.56614,133.2531,22
22119,63.70894,125.1008,13
22120,67.39951,134.5424,34
22121,67.68099,140.1474,12
22122,64.98122,108.9518,0
22123,69.4232,123.6302,3
22124,70.00146,149.3087,25
22125,71.36114,144.8643,20
22126,66.60996,121.845,14
22127,67.09436,115.8078,25
22128,70.12298,145.3622,16
22129,66.03876,135.1259,30
22130,66.27712,129.0541,13
22131,67.62592,131.2538,30
22132,65.95321,109.7856,15
22133,68.48038,130.1038,9
22134,65.65352,118.0966,27
22135,72.12181,147.585,32
22136,67.40851,146.4429,20
22137,69.88715,134.4733,14
22138,69.27105,154.4557,35
22139,71.93958,152.5295,21
22140,66.98862,115.2594,15
22141,69.88329,127.6165,8
22142,69.06831,142.8685,32
22143,68.37576,146.4785,21
22144,72.36275,141.3837,15
22145,65.32142,96.822,25
22146,67.06859,133.4834,27
22147,68.08786,124.3863,11
22148,71.55388,136.8521,25
22149,69.55143,119.9292,36
22150,68.24976,132.8025,21
22151,69.17304,120.0536,17
22152,70.54788,136.8571,10
22153,67.5523,115.2183,23
22154,66.68536,135.8133,17
22155,66.47161,121.4223,33
22156,68.24878,143.2844,13
22157,70.94761,133.8643,22
22158,67.82211,121.5944,32
22159,66.99944,123.4547,18
22160,69.05494,128.4013,22
22161,67.15164,119.0471,13
22162,69.05272,147.0719,
22163,67.94938,113.3519,41
22164,70.70493,150.7817,24
22165,65.96851,115.2572,44
22166,65.66304,104.3101,44
22167,67.91282,121.6957,18
22168,68.97438,122.827,40
22169,69.66398,133.2072,13
22170,66.46308,147.6569,19
22171,64.40454,119.04,5
22172,67.10339,127.6042,32
22173,68.39658,110.7311,18
22174,65.04915,123.1842,36
22175,65.33805,133.3083,8
22176,69.8495,128.4304,31
22177,70.79219,116.7218,7
22178,69.86252,142.5929,17
22179,64.08728,114.6547,11
22180,67.75657,127.4783,10
22181,66.57296,125.5804,13
22182,65.95543,119.1968,18
22183,67.27865,124.621,33
22184,63.76783,119.2237,4
22185,65.67411,133.6584,19
22186,68.27234,139.0601,15
22187,66.29509,122.8579,19
22188,66.30592,118.0936,18
22189,65.17403,125.2493,9
22190,65.36657,118.4034,19
22191,70.09668,134.7715,30
22192,67.49154,135.2386,15
22193,71.89162,135.7549,9
22194,70.80254,139.8002,13
22195,68.10091,95.27771,14
22196,65.66029,132.4741,31
22197,65.09694,123.0223,7
22198,66.33209,110.2627,20
22199,68.60514,139.9802,6
22200,66.0317,101.1566,37
22201,69.62638,141.8247,17
22202,67.93519,138.7177,22
22203,66.51344,117.3527,6
22204,68.79437,129.367,16
22205,69.85071,133.4628,17
22206,68.56043,126.5705,32
22207,65.15652,110.9314,22
22208,67.67203,121.017,26
22209,71.47108,133.0386,25
22210,67.893,125.5458,13
22211,65.36284,122.8713,13
22212,68.20304,126.67,24
22213,64.78973,113.3012,22
22214,66.79185,133.5896,33
22215,68.86132,124.0532,27
22216,66.84413,132.7674,27
22217,67.68374,122.9456,8
22218,69.02992,116.8819,10
22219,68.4131,145.2036,27
22220,68.72312,127.6754,21
22221,69.07539,119.1678,10
22222,64.79406,119.185,
22223,68.20087,125.924,19
22224,70.01234,131.9024,14
22225,68.42995,132.477,15
22226,66.58476,110.4114,50
22227,68.27708,109.3802,13
22228,68.22959,153.4104,8
22229,64.99611,124.0648,39
22230,69.04964,137.6179,17
22231,66.26221,124.3251,13
22232,69.57317,148.4155,18
22233,71.58799,128.2996,22
22234,64.67557,122.1539,6
22235,64.75449,126.3476,3
22236,68.73197,133.4295,30
22237,67.67754,141.1335,30
22238,67.92076,125.3999,35
22239,66.36387,115.1711,21
22240,64.70157,123.7421,6
22241,66.85773,131.6002,3
22242,67.53255,129.7075,15
22243,66.06081,125.8923,31
22244,68.08335,131.1495,9
22245,70.50547,131.9548,28
22246,65.92983,122.5229,39
22247,69.70668,125.4368,27
22248,70.89685,150.7064,10
22249,67.66278,115.7167,35
22250,70.95408,136.2602,
22251,71.28145,140.2041,22
22252,68.15606,147.0766,24
22253,67.59876,113.8641,6
22254,67.48336,136.762,29
22255,68.24318,118.4243,21
22256,66.80036,135.7861,33
22257,67.16489,121.1942,1
22258,69.37906,129.4147,
22259,68.19199,127.1902,
22260,67.68815,133.5415,9
22261,70.95609,134.0273,20
22262,70.27042,133.8297,3
22263,66.56488,135.5664,14
22264,70.52776,140.0465,37
22265,69.02233,131.4256,
22266,72.34913,140.7812,
22267,67.03635,124.2948,17
22268,69.90606,143.0028,-9
22269,71.44901,130.5197,32
22270,68.37323,121.8766,13
22271,66.7327,107.9074,6
22272,64.94584,104.0162,23
22273,66.81655,107.7306,16
22274,69.28764,122.0171,24
22275,69.39732,116.0082,23
22276,65.91704,116.9297,13
22277,64.86837,115.2735,25
22278,63.55164,119.2598,
22279,70.44002,149.2576,14
22280,68.09522,117.641,30
22281,68.10961,126.8252,31
22282,67.27297,146.7294,17
22283,64.1425,91.37972,12
22284,64.02389,92.55327,19
22285,66.53104,139.6883,12
22286,66.97558,125.6853,31
22287,70.25009,142.8251,18
22288,68.34103,121.3014,33
22289,67.49306,124.8288,13
22290,68.9249,136.115,23
22291,68.2984,139.7633,12
22292,67.57662,122.0482,50
22293,68.30339,113.878,15
22294,64.49314,136.2782,13
22295,70.97046,138.3778,16
22296,66.36863,134.281,7
22297,63.76287,112.4485,
22298,67.57329,119.1817,17
22299,67.92684,141.4374,9
22300,66.16697,113.6853,24
22301,66.34329,135.2088,8
22302,69.95923,139.5936,17
22303,68.90018,124.9902,31
22304,68.56348,136.245,12
22305,68.30793,141.0644,11
22306,69.43004,133.9346,4
22307,67.64037,122.9113,17
22308,71.4182,132.1873,28
22309,69.04964,142.7013,8
22310,67.39319,121.8913,6
22311,69.45379,129.8532,19
22312,63.44375,109.1048,27
22313,68.43154,135.2451,15
22314,65.74265,118.765,24
22315,69.89797,139.0575,23
22316,69.04994,126.7366,23
22317,70.71294,118.9324,2
22318,66.53418,113.3842,22
22319,66.23135,111.8218,18
22320,68.21149,121.5553,16
22321,65.49434,117.2374,22
22322,66.9114,137.1524,26
22323,64.09729,112.0671,9
22324,68.66012,129.1182,23
22325,70.23702,130.4602,
22326,64.64689,116.0481,20
22327,66.20455,119.7629,24
22328,68.73289,118.1634,19
22329,67.14691,143.8829,23
22330,65.14466,128.5075,38
22331,64.89881,118.0226,1
22332,68.72325,126.7209,11
22333,68.02931,127.2642,4
22334,65.49921,138.8997,26
22335,70.07897,124.0463,
22336,65.80961,122.0785,30
22337,68.17208,126.3151,29
22338,68.34963,116.8118,7
22339,70.21958,133.1982,35
22340,68.84447,135.5874,15
22341,67.94979,121.2596,22
22342,65.27381,105.3339,11
22343,66.23461,126.2458,19
22344,67.1436,111.9571,28
22345,65.90468,126.1104,25
22346,69.99086,147.0435,27
22347,65.17115,122.095,10
22348,69.63168,149.5493,27
22349,66.90136,127.7358,27
22350,64.91721,127.0199,28
22351,71.97009,144.7114,14
